Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,ChanStr
gfp,61,2880,0.8,B2,143,AFU,485,515,gfp61485515
gfp,61,2880,0.8,C1,3484,AFU,485,515,gfp61485515
gfp,61,2880,0.8,C2,4037,AFU,485,515,gfp61485515
gfp,61,2880,0.8,D1,4676,AFU,485,515,gfp61485515
gfp,61,2880,0.8,D2,4181,AFU,485,515,gfp61485515
gfp,61,2880,0.8,E1,48,AFU,485,515,gfp61485515
gfp,61,2880,0.8,E2,38,AFU,485,515,gfp61485515
gfp,61,2880,0.8,F1,3467,AFU,485,515,gfp61485515
gfp,61,2880,0.8,F2,4121,AFU,485,515,gfp61485515
gfp,61,2880,0.8,G1,7549,AFU,485,515,gfp61485515
gfp,61,2880,0.8,G2,7241,AFU,485,515,gfp61485515
gfp,61,2880,0.8,H1,2717,AFU,485,515,gfp61485515
gfp,61,2880,0.8,H2,3042,AFU,485,515,gfp61485515
gfp,61,2880,0.8,I1,500,AFU,485,515,gfp61485515
gfp,61,2880,0.8,I2,488,AFU,485,515,gfp61485515
gfp,61,3060,0.85,A1,4653,AFU,485,515,gfp61485515
gfp,61,3060,0.85,A2,4457,AFU,485,515,gfp61485515
gfp,61,3060,0.85,B1,132,AFU,485,515,gfp61485515
gfp,61,3060,0.85,B2,123,AFU,485,515,gfp61485515
gfp,61,3060,0.85,C1,3555,AFU,485,515,gfp61485515
gfp,61,3060,0.85,C2,3926,AFU,485,515,gfp61485515
gfp,61,3060,0.85,D1,4702,AFU,485,515,gfp61485515
gfp,61,3060,0.85,D2,4097,AFU,485,515,gfp61485515
gfp,61,3060,0.85,E1,47,AFU,485,515,gfp61485515
gfp,61,3060,0.85,E2,49,AFU,485,515,gfp61485515
gfp,61,3060,0.85,F1,3482,AFU,485,515,gfp61485515
gfp,61,3060,0.85,F2,3970,AFU,485,515,gfp61485515
gfp,61,3060,0.85,G1,7603,AFU,485,515,gfp61485515
gfp,61,3060,0.85,G2,7191,AFU,485,515,gfp61485515
gfp,61,3060,0.85,H1,2788,AFU,485,515,gfp61485515
gfp,61,3060,0.85,H2,3052,AFU,485,515,gfp61485515
gfp,61,3060,0.85,I1,496,AFU,485,515,gfp61485515
gfp,61,3060,0.85,I2,487,AFU,485,515,gfp61485515
gfp,61,3240,0.9,A1,4711,AFU,485,515,gfp61485515
gfp,61,3240,0.9,A2,4412,AFU,485,515,gfp61485515
gfp,61,3240,0.9,B1,141,AFU,485,515,gfp61485515
gfp,61,3240,0.9,B2,149,AFU,485,515,gfp61485515
gfp,61,3240,0.9,C1,3435,AFU,485,515,gfp61485515
gfp,61,3240,0.9,C2,3964,AFU,485,515,gfp61485515
gfp,61,3240,0.9,D1,4717,AFU,485,515,gfp61485515
gfp,61,3240,0.9,D2,4109,AFU,485,515,gfp61485515
gfp,61,3240,0.9,E1,43,AFU,485,515,gfp61485515
gfp,61,3240,0.9,E2,43,AFU,485,515,gfp61485515
gfp,61,3240,0.9,F1,3384,AFU,485,515,gfp61485515
gfp,61,3240,0.9,F2,4053,AFU,485,515,gfp61485515
gfp,61,3240,0.9,G1,7446,AFU,485,515,gfp61485515
gfp,61,3240,0.9,G2,7162,AFU,485,515,gfp61485515
gfp,61,3240,0.9,H1,2759,AFU,485,515,gfp61485515
gfp,61,3240,0.9,H2,3107,AFU,485,515,gfp61485515
gfp,61,3240,0.9,I1,492,AFU,485,515,gfp61485515
gfp,61,3240,0.9,I2,481,AFU,485,515,gfp61485515
gfp,61,3420,0.95,A1,4659,AFU,485,515,gfp61485515
gfp,61,3420,0.95,A2,4327,AFU,485,515,gfp61485515
gfp,61,3420,0.95,B1,131,AFU,485,515,gfp61485515
gfp,61,3420,0.95,B2,130,AFU,485,515,gfp61485515
gfp,61,3420,0.95,C1,3485,AFU,485,515,gfp61485515
gfp,61,3420,0.95,C2,4001,AFU,485,515,gfp61485515
gfp,61,3420,0.95,D1,4695,AFU,485,515,gfp61485515
gfp,61,3420,0.95,D2,4064,AFU,485,515,gfp61485515
gfp,61,3420,0.95,E1,46,AFU,485,515,gfp61485515
gfp,61,3420,0.95,E2,39,AFU,485,515,gfp61485515
gfp,61,3420,0.95,F1,3462,AFU,485,515,gfp61485515
gfp,61,3420,0.95,F2,4035,AFU,485,515,gfp61485515
gfp,61,3420,0.95,G1,7568,AFU,485,515,gfp61485515
gfp,61,3420,0.95,G2,7162,AFU,485,515,gfp61485515
gfp,61,3420,0.95,H1,2753,AFU,485,515,gfp61485515
gfp,61,3420,0.95,H2,3052,AFU,485,515,gfp61485515
gfp,61,3420,0.95,I1,495,AFU,485,515,gfp61485515
gfp,61,3420,0.95,I2,467,AFU,485,515,gfp61485515
gfp,61,3600,1.0,A1,4598,AFU,485,515,gfp61485515
gfp,61,3600,1.0,A2,4454,AFU,485,515,gfp61485515
gfp,61,3600,1.0,B1,134,AFU,485,515,gfp61485515
gfp,61,3600,1.0,B2,140,AFU,485,515,gfp61485515
gfp,61,3600,1.0,C1,3480,AFU,485,515,gfp61485515
gfp,61,3600,1.0,C2,3934,AFU,485,515,gfp61485515
gfp,61,3600,1.0,D1,4745,AFU,485,515,gfp61485515
