

Software Version	3.04.17



Experiment File Path:	C:\Users\Biotek2\Box\biocircuits\Ankita\20201103_gfp_atpbeg_timeseries.xpt
Protocol File Path:	C:\Users\Biotek2\Box\biocircuits\Ankita\gfp_24hr_protocol.prt



Plate Number	Plate 1
Date	11/3/2020
Time	7:27:40 PM
Reader Type:	Synergy H1
Reader Serial Number:	271275
Reading Type	Reader

Procedure Details

Plate Type	384 WELL PLATE
Well Selection	Runtime
Eject plate on completion	
Set Temperature	Setpoint 34°C
	Preheat before moving to next step
Start Kinetic	Runtime 24:00:00 (HH:MM:SS), Interval 0:03:00, 481 Reads
    Read	gfp
	Fluorescence Endpoint
	Full Plate
	Filter Set 1
	    Excitation: 485,  Emission: 515
	    Optics: Bottom,  Gain: 61
	Filter Set 2
	    Excitation: 485,  Emission: 515
	    Optics: Bottom,  Gain: 100
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10
	Read Height: 9.5 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
A																									Well ID
B																									Well ID
C																									Well ID
D																									Well ID
E																									Well ID
F																									Well ID
G																									Well ID
H																									Well ID
I																									Well ID
J																									Well ID
K																									Well ID
L																						SPL1	SPL6	SPL11	Well ID
M																						SPL2	SPL7	SPL12	Well ID
N																						SPL3	SPL8	SPL13	Well ID
O																						SPL4	SPL9	SPL14	Well ID
P																						SPL5	SPL10	SPL15	Well ID

gfp:485,515

Time	T° gfp:485,515	L22	L23	L24	M22	M23	M24	N22	N23	N24	O22	O23	O24	P22	P23	P24
13:39:00	34.0	6422	7354	5891	86	78	95	5015	4368	5021	5128	5159	6189	173	87	66
13:42:00	34.0	6442	7308	5795	76	93	106	5008	4455	4888	5091	5083	6119	169	87	71
13:45:00	34.0	6501	7268	5827	85	90	102	5047	4389	4969	5147	5120	6068	171	87	71
13:48:00	34.0	6531	7252	5787	81	85	95	5083	4471	4894	5137	5144	6033	172	84	61
13:51:00	34.0	6562	7339	5860	80	85	102	5018	4410	4905	5152	5113	6026	174	89	58
13:54:00	34.0	6433	7327	5753	74	95	102	5007	4371	4884	5123	5073	5972	167	94	72
13:57:00	34.0	6423	7428	5793	80	91	103	4972	4316	4890	5052	5021	5893	170	88	67
14:00:00	34.0	6341	7506	5843	87	91	103	5027	4377	4969	5103	5189	6085	176	88	64
14:03:00	34.0	6463	7338	5983	82	90	100	5096	4430	5006	5094	5153	5935	178	89	64
14:06:00	34.0	6426	7329	5880	75	88	107	5063	4441	4998	5044	5147	6071	178	87	59
14:09:00	34.0	6465	7364	5932	83	91	100	5110	4328	4894	5037	5123	6169	180	89	67
14:12:00	34.0	6437	7329	5841	77	88	101	5060	4366	4955	4982	5119	6121	167	86	75
14:15:00	34.0	6442	7309	5852	80	98	96	5137	4340	4889	5075	5091	6071	182	90	65
14:18:00	34.0	6489	7411	5899	76	96	98	4973	4363	4916	5063	5073	6053	190	87	74
14:21:00	34.0	6355	7365	5890	77	96	103	5185	4432	4972	5129	5130	6097	183	96	70
14:24:00	34.0	6474	7438	5813	83	91	106	5069	4359	5014	5090	5157	6123	183	90	71
14:27:00	34.0	6535	7460	5951	84	91	104	5049	4341	4907	5149	5141	6042	180	86	75
14:30:00	34.0	6455	7425	5843	82	95	111	5048	4340	4966	5066	5051	6136	183	91	66
14:33:00	34.0	6491	7340	5948	76	99	111	5023	4390	4877	5087	5065	6127	185	85	64
14:36:00	34.0	6524	7302	5719	85	92	102	5132	4299	4867	4988	5043	6087	184	81	66
14:39:00	34.0	6468	7390	5865	84	97	107	5071	4370	4887	5019	5095	6040	176	81	74
14:42:00	34.0	6429	7315	5869	84	97	101	5138	4381	4966	5056	5063	6009	185	88	72
14:45:00	34.0	6485	7340	5755	82	94	102	5068	4397	4967	5095	5128	6027	183	91	78
14:48:00	34.0	6463	7382	5885	86	84	107	5034	4399	4918	5104	5191	6132	189	95	73
14:51:00	34.0	6496	7397	5847	84	101	117	5135	4425	4921	5148	5219	6108	189	93	70
14:54:00	34.0	6411	7482	5934	84	95	107	4995	4336	5029	5029	5119	6031	186	98	72
14:57:00	34.0	6519	7361	5903	79	100	113	5086	4422	4952	5095	5085	6064	189	94	70
15:00:00	34.0	6479	7277	5794	86	92	105	5095	4347	4950	5097	5111	6165	196	92	75
15:03:00	34.0	6507	7351	5870	87	97	109	5113	4422	4890	5086	4973	6063	188	92	69
15:06:00	34.0	6590	7386	5824	81	99	107	5231	4410	4826	5047	5140	6058	199	97	70
15:09:00	34.0	6559	7362	5790	84	94	110	5027	4355	4986	5095	5063	6065	191	87	71
15:12:00	34.0	6531	7522	5887	86	99	112	5058	4374	4895	5057	5112	5995	193	95	79
15:15:00	34.0	6484	7455	5869	85	96	113	5028	4483	4904	5066	5066	6095	187	94	73
15:18:00	34.0	6512	7435	5797	80	96	113	5097	4378	4936	5027	5140	6086	186	98	69
15:21:00	34.0	6485	7315	6003	85	100	115	5059	4431	4821	5000	5076	6221	195	99	67
15:24:00	34.0	6489	7438	5926	89	108	109	5105	4330	4946	5084	5216	6122	195	95	71
15:27:00	34.0	6467	7493	5802	86	100	110	5060	4355	4907	5000	5064	6119	189	105	74
15:30:00	34.0	6513	7505	5939	89	103	109	5063	4398	4892	5056	5098	5983	196	93	66
15:33:00	34.0	6491	7443	5839	89	99	116	5033	4390	4904	5100	5166	6071	196	95	73
15:36:00	34.0	6564	7268	5832	88	100	114	5018	4389	4967	5033	5181	6080	194	106	71
15:39:00	34.0	6569	7313	5918	85	98	121	4972	4445	4962	5057	5154	5966	197	101	67
15:42:00	34.0	6528	7392	5902	75	102	115	5054	4344	4927	5141	5109	6031	187	87	76
15:45:00	34.0	6440	7289	5834	90	97	108	5004	4343	5023	5053	5051	6029	193	96	71
15:48:00	34.0	6405	7284	5844	87	100	115	5064	4414	4929	5118	5082	6029	193	101	74
15:51:00	34.0	6548	7473	5924	88	97	121	5084	4407	4945	5100	5140	6082	200	99	78
15:54:00	34.0	6447	7311	5917	87	104	107	5114	4462	4970	5018	5217	6148	195	102	77
15:57:00	34.0	6454	7369	5871	87	103	109	5113	4379	5003	5065	5115	6060	208	98	72
16:00:00	34.0	6515	7463	5883	90	94	115	5083	4443	4930	5093	5128	6004	191	96	76
16:03:00	34.0	6538	7494	5904	101	101	111	5053	4421	4976	5164	5188	6140	207	93	78
16:06:00	34.0	6530	7408	5798	92	97	114	5067	4346	4980	5053	5104	6075	206	101	75
16:09:00	34.0	6452	7388	5834	91	104	113	5140	4371	4992	5079	5124	6164	201	112	76
16:12:00	34.0	6517	7256	5900	90	104	110	5095	4382	4996	5040	5121	6072	202	98	72
16:15:00	34.0	6416	7409	5876	92	109	119	5069	4438	4930	5118	5077	6097	204	101	78
16:18:00	34.0	6615	7410	5973	88	94	116	5093	4335	4899	5091	5075	6032	197	97	74
16:21:00	34.0	6510	7479	5827	92	102	119	5101	4430	4947	5037	5121	6033	207	101	74
16:24:00	34.0	6543	7540	5941	90	103	110	5106	4485	4996	5152	5040	6123	193	97	75
16:27:00	34.0	6548	7439	5986	91	105	114	5162	4367	4953	5116	5056	6082	212	97	74
16:30:00	34.0	6509	7347	5875	89	100	112	5112	4441	4922	5106	5102	6020	204	103	87
16:33:00	34.0	6491	7458	5840	93	102	119	5113	4392	4965	4953	5108	6072	200	95	76
16:36:00	34.0	6445	7415	5848	85	102	110	5086	4334	4957	5054	5081	6046	200	100	75
16:39:00	34.0	6599	7489	5912	85	96	114	5040	4419	4901	5071	5098	6160	201	102	71
16:42:00	34.0	6504	7493	5757	95	100	120	5073	4410	4976	5048	5087	6080	208	111	73
16:45:00	34.0	6533	7433	5878	86	104	116	5103	4307	4878	5029	5113	6020	208	100	72
16:48:00	34.0	6513	7473	5912	99	101	112	5047	4401	4997	5093	5122	6055	213	96	75
16:51:00	34.0	6541	7367	5687	91	105	116	5055	4444	4906	5046	5180	6075	206	100	76
16:54:00	34.0	6558	7323	5832	91	97	115	5056	4413	4958	5003	5112	6061	209	103	74
16:57:00	34.0	6526	7436	6024	87	106	125	5083	4441	5019	5074	5057	6160	217	97	72
17:00:00	34.0	6515	7428	5979	96	106	112	5105	4388	4869	4957	5016	6087	204	109	70
17:03:00	34.0	6567	7427	5874	97	110	112	5088	4415	4960	5076	5066	6075	221	103	69
17:06:00	34.0	6487	7500	5925	96	101	123	5059	4447	4990	5108	5120	6126	208	114	79
17:09:00	34.0	6492	7413	5973	96	102	119	5139	4399	4876	5061	5115	6196	213	91	72
17:12:00	34.0	6471	7439	5890	88	106	120	5012	4431	4950	5054	5013	5995	210	101	82
17:15:00	34.1	6545	7417	5919	92	103	119	4972	4312	4944	5009	5064	6010	213	100	79
17:18:00	34.0	6528	7337	5931	92	103	117	4951	4360	4911	5055	5126	5977	212	109	80
17:21:00	34.0	6591	7312	5918	94	104	117	5075	4373	4992	5009	5152	6087	210	99	74
17:24:00	34.0	6464	7499	5837	85	103	124	5063	4358	4921	5063	5074	6063	211	103	77
17:27:00	34.0	6515	7407	5895	96	108	114	4982	4407	4932	5067	5209	6060	211	98	77
17:30:00	34.0	6430	7567	5809	88	103	118	5086	4365	4931	5079	5130	6043	208	97	79
17:33:00	34.0	6689	7546	5967	93	103	117	5081	4354	4927	5103	5008	6132	214	99	71
17:36:00	34.1	6612	7445	5952	85	111	119	5076	4410	4859	5018	5146	6170	217	101	79
17:39:00	34.0	6467	7457	5885	90	103	119	5073	4394	4928	5132	5065	6111	209	100	77
17:42:00	34.0	6465	7359	5912	98	111	117	5024	4380	4929	5031	5040	6021	216	105	75
17:45:00	34.0	6482	7474	5892	92	111	117	5076	4338	4915	5038	5076	6105	215	107	78
17:48:00	34.0	6502	7324	5947	90	102	119	5132	4420	4907	5043	5116	6102	222	102	73
17:51:00	34.0	6416	7411	5861	91	103	126	4995	4358	4855	5091	5173	6052	218	109	74
17:54:00	34.0	6523	7416	5912	100	113	114	5089	4422	4965	5081	5045	6158	210	101	81
17:57:00	34.0	6460	7508	5969	95	109	125	5071	4391	4915	5034	5137	6069	223	103	78
18:00:00	34.0	6549	7527	5979	97	103	128	5050	4368	4925	5032	5148	6111	216	95	80
18:03:00	34.0	6568	7320	5890	94	105	121	5025	4460	4869	5036	5091	5903	208	101	80
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																

gfp:485,515[2]

Time	T° gfp:485,515[2]	L22	L23	L24	M22	M23	M24	N22	N23	N24	O22	O23	O24	P22	P23	P24
0:00:09	27.0	2005	2318	2332	2843	2853	3020	2396	2203	2390	2136	2579	2431	2264	1106	752
0:03:09	30.6	2067	2202	2196	2716	2675	2772	2282	2167	2296	2155	2661	2340	2155	1052	691
0:06:09	33.4	2054	2148	2155	2548	2494	2535	2329	2034	2206	2151	2478	2298	2050	1015	722
0:09:09	34.0	1958	2192	2201	2315	2303	2369	2264	2075	2132	2172	2568	2300	1928	974	709
0:12:09	34.0	2022	2208	2187	2104	2130	2261	2280	2084	2196	2051	2634	2310	1706	984	648
0:15:09	34.0	2163	2365	2332	1567	1948	2183	2006	2071	2036	1998	2242	1951	943	784	571
0:18:09	34.0	2241	2260	2356	1026	1842	1920	1625	1523	1466	1891	2449	2347	672	620	519
0:21:09	34.0	3549	2984	3287	841	1725	1650	2280	1767	1930	3092	3866	3961	966	686	560
0:24:09	34.0	5704	4829	5357	727	1392	1170	3262	2431	2760	4383	5248	5724	912	647	527
0:27:09	34.0	7751	6548	7698	623	995	837	4096	3152	3495	5816	7007	7674	952	669	520
0:30:09	34.0	10437	8391	9409	594	715	663	4784	3691	4171	7547	8504	9293	885	634	520
0:33:09	34.0	12256	10864	11563	544	600	607	5717	4325	4934	8956	9999	10879	882	615	480
0:36:09	34.0	14376	13068	13659	540	534	567	6697	4990	5860	10299	11876	12947	881	630	501
0:39:09	34.0	16576	15238	15706	535	507	515	7478	5611	6638	11752	13566	15029	918	632	491
0:42:09	34.0	18523	17885	17561	544	506	521	8915	6354	7667	13078	15586	17330	888	612	471
0:45:09	34.0	21483	20654	19455	598	545	532	10186	7005	8824	15374	17561	19020	956	630	457
0:48:09	34.0	23492	23266	21774	608	597	554	11262	7909	10142	16401	19574	20658	896	563	470
0:51:09	34.0	25466	26471	23026	561	603	584	12964	8952	11570	18848	21899	23165	911	602	491
0:54:09	34.0	27803	29110	25358	554	624	608	14645	9960	12224	20147	23734	25185	933	589	481
0:57:09	34.0	30503	32212	27087	552	663	581	15595	11082	13707	22082	25822	27161	1009	568	474
1:00:09	34.0	32243	35470	28431	610	605	633	17170	12360	15613	23449	27933	29311	960	638	490
1:03:09	34.0	33899	38514	30698	592	606	549	18864	13473	16737	25523	30766	31798	1025	608	513
1:06:09	34.0	36451	40800	32607	562	609	564	20798	14570	18014	27199	33027	33802	1033	647	478
1:09:09	34.0	38726	42536	34170	578	539	574	22325	16114	19661	28917	35624	35838	1001	623	485
1:12:09	34.0	40876	45840	35727	553	601	567	24034	16903	20940	30924	37248	38216	1090	699	499
1:15:09	34.0	42429	48674	37958	560	537	571	25302	18688	22393	33094	39726	39482	1106	697	487
1:18:09	34.0	45013	51222	40088	533	569	544	27942	19910	24029	34042	41707	41782	1081	651	494
1:21:09	34.0	46324	53407	41999	622	569	556	29257	20725	25667	37156	44232	45462	1177	716	558
1:24:09	34.1	49328	56737	44125	580	543	570	32084	22348	26925	38359	47838	47221	1221	738	520
1:27:09	34.0	50879	58776	46243	570	526	505	33768	23723	28652	40850	49935	49095	1249	744	550
1:30:09	34.0	53372	62758	47086	577	525	535	34818	24847	29892	42195	52461	50576	1279	722	513
1:33:09	34.0	55762	65250	49014	571	542	605	36301	26310	31188	43656	54508	54358	1262	752	530
1:36:09	34.0	55959	66771	50959	641	531	617	38419	27704	33514	45050	56155	55124	1373	751	501
1:39:09	34.0	59599	70529	53140	630	552	573	40557	28954	34466	48357	61204	58269	1369	761	562
1:42:09	34.0	60282	74015	54583	618	543	597	42691	29910	36763	49132	61768	59629	1406	788	554
1:45:09	34.0	63297	74013	57213	649	560	585	44552	32081	38517	50461	63636	62558	1365	782	590
1:48:09	34.0	65390	78075	59143	617	597	606	46797	33298	40224	53950	67430	65312	1478	811	575
1:51:09	34.0	67924	80996	61084	599	596	580	48509	34133	42068	54386	69224	65694	1518	792	578
1:54:09	34.0	68877	82366	61839	636	627	602	51053	36397	43187	55959	71325	68845	1500	823	585
1:57:09	34.0	72724	87431	62985	655	652	598	52827	38039	44646	58891	74483	70823	1495	870	619
2:00:09	34.0	73403	89303	67149	661	592	617	54051	40033	47431	59053	76334	73757	1605	774	603
2:03:09	34.0	74375	92450	68491	732	640	620	56061	41429	48757	61451	79124	75641	1593	793	585
2:06:09	34.1	78002	92995	70469	717	699	630	58025	43121	51096	64739	80443	78006	1629	865	638
2:09:09	34.0	79116	95191	73133	698	682	652	60122	44616	52282	66031	82642	80321	1650	847	611
2:12:09	34.0	80767	99426	72827	784	705	713	62176	46107	53851	68454	85339	82814	1633	889	594
2:15:09	34.0	84500	OVRFLW	76877	757	668	718	62693	47413	56729	70918	87213	84566	1708	880	609
2:18:09	34.0	86431	OVRFLW	78888	788	713	722	66199	48783	58181	72178	88987	87899	1728	854	637
2:21:09	34.0	88450	OVRFLW	81665	792	754	728	67856	50972	59365	75834	92291	90061	1791	912	655
2:24:09	34.0	88522	OVRFLW	82231	800	739	758	69237	53269	62258	76174	92042	92052	1719	911	616
2:27:09	34.0	92037	OVRFLW	83788	799	820	759	71136	53932	64047	76749	95050	93506	1834	875	629
2:30:09	34.0	91854	OVRFLW	86123	833	811	742	72238	56606	65236	80228	97558	96357	1893	883	649
2:33:09	34.0	94033	OVRFLW	87699	844	811	804	74027	59194	66265	83087	98182	97887	1882	874	640
2:36:09	34.1	98744	OVRFLW	91531	905	816	849	74632	59003	69674	85126	OVRFLW	OVRFLW	1961	934	646
2:39:09	34.0	98925	OVRFLW	91660	865	749	841	78516	61215	70843	85779	OVRFLW	OVRFLW	1860	929	619
2:42:09	34.0	OVRFLW	OVRFLW	94918	870	791	864	79749	63099	72292	87043	OVRFLW	OVRFLW	1900	913	663
2:45:09	34.0	OVRFLW	OVRFLW	96785	925	816	909	81367	64053	74625	90737	OVRFLW	OVRFLW	2006	978	642
2:48:09	34.0	OVRFLW	OVRFLW	99894	860	891	869	82226	66415	77121	93512	OVRFLW	OVRFLW	2099	952	682
2:51:09	34.0	OVRFLW	OVRFLW	OVRFLW	956	869	870	85143	67779	79329	94473	OVRFLW	OVRFLW	2021	890	611
2:54:09	34.0	OVRFLW	OVRFLW	OVRFLW	929	919	859	86028	69782	79666	94485	OVRFLW	OVRFLW	2017	968	632
2:57:09	34.0	OVRFLW	OVRFLW	OVRFLW	943	893	881	86441	71542	83570	98773	OVRFLW	OVRFLW	2116	945	694
3:00:09	34.0	OVRFLW	OVRFLW	OVRFLW	950	923	863	90098	73383	82713	OVRFLW	OVRFLW	OVRFLW	2186	964	669
3:03:09	34.0	OVRFLW	OVRFLW	OVRFLW	960	909	901	92288	74986	87171	OVRFLW	OVRFLW	OVRFLW	2218	991	703
3:06:09	34.0	OVRFLW	OVRFLW	OVRFLW	975	907	988	89244	77300	86646	OVRFLW	OVRFLW	OVRFLW	2168	979	690
3:09:09	34.0	OVRFLW	OVRFLW	OVRFLW	1024	953	972	93298	77552	90453	OVRFLW	OVRFLW	OVRFLW	2322	988	696
3:12:09	34.0	OVRFLW	OVRFLW	OVRFLW	948	948	933	94496	77865	92077	OVRFLW	OVRFLW	OVRFLW	2297	970	717
3:15:09	34.0	OVRFLW	OVRFLW	OVRFLW	956	987	954	96181	80993	94121	OVRFLW	OVRFLW	OVRFLW	2337	1035	708
3:18:09	34.0	OVRFLW	OVRFLW	OVRFLW	989	958	953	96365	83399	94930	OVRFLW	OVRFLW	OVRFLW	2307	1026	684
3:21:09	34.0	OVRFLW	OVRFLW	OVRFLW	1038	961	948	96262	82767	98071	OVRFLW	OVRFLW	OVRFLW	2355	1068	726
3:24:09	34.0	OVRFLW	OVRFLW	OVRFLW	1054	978	1037	99343	84936	99761	OVRFLW	OVRFLW	OVRFLW	2312	1020	714
3:27:09	34.0	OVRFLW	OVRFLW	OVRFLW	988	970	993	OVRFLW	85824	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2341	1049	744
3:30:09	34.0	OVRFLW	OVRFLW	OVRFLW	1106	1017	1041	OVRFLW	86836	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2365	1105	736
3:33:09	34.0	OVRFLW	OVRFLW	OVRFLW	1070	992	1011	OVRFLW	88720	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2375	1011	754
3:36:09	34.0	OVRFLW	OVRFLW	OVRFLW	1096	1055	970	OVRFLW	90928	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2504	1000	718
3:39:09	34.0	OVRFLW	OVRFLW	OVRFLW	1113	1009	1018	OVRFLW	93874	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2451	1011	716
3:42:09	34.0	OVRFLW	OVRFLW	OVRFLW	1083	1058	1041	OVRFLW	92083	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2496	1048	750
3:45:09	34.0	OVRFLW	OVRFLW	OVRFLW	1069	1052	1002	OVRFLW	93203	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2559	1054	727
3:48:09	34.0	OVRFLW	OVRFLW	OVRFLW	1150	1071	1113	OVRFLW	95015	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2594	1039	763
3:51:09	34.0	OVRFLW	OVRFLW	OVRFLW	1121	1057	1028	OVRFLW	96936	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2570	1076	758
3:54:09	34.0	OVRFLW	OVRFLW	OVRFLW	1120	1031	1077	OVRFLW	96045	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2635	1097	764
3:57:09	34.0	OVRFLW	OVRFLW	OVRFLW	1110	1116	1106	OVRFLW	99153	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2537	1092	768
4:00:09	34.0	OVRFLW	OVRFLW	OVRFLW	1141	1092	1124	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2574	1124	803
4:03:09	34.0	OVRFLW	OVRFLW	OVRFLW	1122	1133	1148	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2662	1186	733
4:06:09	34.0	OVRFLW	OVRFLW	OVRFLW	1145	1086	1170	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2560	1084	721
4:09:09	34.0	OVRFLW	OVRFLW	OVRFLW	1170	1120	1184	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2766	1099	830
4:12:09	34.0	OVRFLW	OVRFLW	OVRFLW	1231	1131	1184	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2559	1093	769
4:15:09	34.0	OVRFLW	OVRFLW	OVRFLW	1199	1184	1150	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2616	1121	812
4:18:09	34.0	OVRFLW	OVRFLW	OVRFLW	1211	1167	1215	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2687	1091	782
4:21:09	34.0	OVRFLW	OVRFLW	OVRFLW	1169	1198	1168	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2756	1126	825
4:24:09	34.0	OVRFLW	OVRFLW	OVRFLW	1206	1172	1199	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2789	1123	781
4:27:09	34.0	OVRFLW	OVRFLW	OVRFLW	1216	1242	1254	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2736	1112	864
4:30:09	34.0	OVRFLW	OVRFLW	OVRFLW	1275	1209	1214	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2777	1169	873
4:33:09	34.0	OVRFLW	OVRFLW	OVRFLW	1249	1248	1257	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2817	1159	801
4:36:09	34.0	OVRFLW	OVRFLW	OVRFLW	1197	1237	1277	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2872	1150	816
4:39:09	34.0	OVRFLW	OVRFLW	OVRFLW	1212	1223	1219	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2911	1126	858
4:42:09	34.0	OVRFLW	OVRFLW	OVRFLW	1251	1232	1265	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2883	1162	821
4:45:09	34.0	OVRFLW	OVRFLW	OVRFLW	1244	1246	1275	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2979	1142	835
4:48:09	34.0	OVRFLW	OVRFLW	OVRFLW	1259	1240	1364	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2892	1235	839
4:51:09	34.0	OVRFLW	OVRFLW	OVRFLW	1269	1285	1310	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	3001	1204	838
4:54:09	34.0	OVRFLW	OVRFLW	OVRFLW	1285	1288	1326	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2951	1178	878
4:57:09	34.0	OVRFLW	OVRFLW	OVRFLW	1212	1319	1363	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2953	1217	903
5:00:09	34.0	OVRFLW	OVRFLW	OVRFLW	1353	1296	1324	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2984	1221	901
5:03:09	34.0	OVRFLW	OVRFLW	OVRFLW	1304	1386	1374	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2942	1217	837
5:06:09	34.0	OVRFLW	OVRFLW	OVRFLW	1320	1323	1330	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	3098	1282	853
5:09:09	34.0	OVRFLW	OVRFLW	OVRFLW	1316	1351	1422	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	3002	1241	885
5:12:09	34.0	OVRFLW	OVRFLW	OVRFLW	1314	1323	1380	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	3079	1248	871
5:15:09	34.0	OVRFLW	OVRFLW	OVRFLW	1296	1332	1415	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	3098	1192	917
5:18:09	34.0	OVRFLW	OVRFLW	OVRFLW	1341	1407	1409	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2969	1238	908
5:21:09	34.0	OVRFLW	OVRFLW	OVRFLW	1383	1422	1454	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	3084	1256	921
5:24:09	34.0	OVRFLW	OVRFLW	OVRFLW	1412	1402	1461	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	3220	1229	970
5:27:09	34.0	OVRFLW	OVRFLW	OVRFLW	1325	1427	1489	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	3223	1357	893
5:30:09	34.0	OVRFLW	OVRFLW	OVRFLW	1378	1476	1481	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	3180	1317	897
5:33:09	34.0	OVRFLW	OVRFLW	OVRFLW	1449	1476	1489	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	3177	1302	954
5:36:09	34.0	OVRFLW	OVRFLW	OVRFLW	1372	1494	1501	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	3266	1317	883
5:39:09	34.0	OVRFLW	OVRFLW	OVRFLW	1497	1408	1514	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	3290	1327	941
